epoch;loss;o1_loss;o2_loss;o3_loss;o4_loss;o5_loss;ofuse_loss;ofuse_ofuse_pixel_error;val_loss;val_o1_loss;val_o2_loss;val_o3_loss;val_o4_loss;val_o5_loss;val_ofuse_loss;val_ofuse_ofuse_pixel_error
0;0.24475144788480246;0.003198963303811979;0.002186346173179118;0.001032750811165897;0.07926460220412991;0.07851632430305472;0.08055246116308991;0.02255661690037232;0.3019258622229099;0.0016353171079535969;0.0009733366233995184;0.0007650664625689388;0.09951738081499935;0.09951738081499935;0.09951738081499935;0.00380945355782751
